,text,polarity
1075,المكان و الفكرة جميلة جداً لتغير الجو مع ان المواقف تحتاج الى تنظيم اكثر تقدر تدخل من اول ما يفتحون و تطلع و هم يقفلون موجود مطاعم معروفة ماك و هرفي و بيت الشاورما و غيرها و موجود اكلات شعبية لكثير من مناطق المملكة,Neutral
1076,المتحف حلو و مرتب و رايق بس الدخول  ريال اشوفها كثير عليه و المرشدين يهتمون بالاجانب اكثر من السعوديين,Positive
1077,المبلغ المدفوع لا يضاهي الموجودات هذه سيرة النبوي الشريف وهي مقروءة ومحفوظة في صدورنا والا تحتاج الى تماثيل بشكل عام سيّء للغاية حظك على الزوار وهذا حرام خلاف تعامل القائمين على المبنى,Neutral
1078,الجلسة فيه شيء خيالي مع الأجواء الحالية,Negative
1079,ساذج,Positive
1080,مادري,Positive
1081,تجربة جميله جدا والموظفين جدا ممتازين ومحترفين انبسطت جدا مع اولادي الثلاثه 👍,Positive
1082,حديقة رائعة ولكنهم يشغلون ملعب كرة السلة دائما بنشاطات اخرى وهذا غير جيد لان هناك مساحات اخرى ممكن استخدامها,Negative
1083,المكان تم زيارته لكن لم استطع الدخول الى المبنى والصور كلها من الخارج واتمنى زيارته مرة اخرى للحكم عليه جيدا,Positive
1084,جدا ممتازه ونظيفه وواسعه ومعظم الحيوانات تستطيع مشاهدتها بكل سهوله,Neutral
1085,مرا استانست بشكل مو طبيعي والموظفين م قصروا معنا جد من زمان م انبسطت مثل كذا,Positive
1086,جيد للعائلات مع اطفالهم,Negative
1087,لم يتم الافتتاح حتى تاريخ,Positive
1088,تجربة رائعة تستحق التكرار الأجواء جميلة والمنظر احلى  الرسوم ٨٥ ريال  للشخص توجد العاب مائية وعربات سريعة,Positive
1089,واسعة وتعامل الموظفين راقي,Positive
1090,من اجمل آثار منطقة تبوك,Positive
1091,مكان أثري جميل أنصح من يبحث عن السياحة الحقيقية في الشرقية ان يزور جبل القارة المكان نظيف ومرتب ولا خوف على احضار الاطفال للمكان  شكل الصخور المنحوتة من إبداع الخااق عز وجل لا شريك له,Positive
1092,المتحف جميل ومحافظة العلا منطقة المدينة المنورة منطقة أثرية جميلة جدا,Neutral
1093,مكان جميل تفوح منه ريحة الذكريات والأناقة بين جنبات ممراته,Positive
1094,ما هي مواعيد المتحف أيام الأسبوع,Positive
1095,جميل صنع الله الذي أحسن كل شيء,Neutral
1096,كنت اتمنى اشوفها لكن امر الله,Positive
1097,لا بأس رائع  فقط ينقصه بعض الترتيبات التي يحتاج لها الزائر السائح مثلأ  عدم توفر كراسي على طول الطريق من بداية إلى انهاية وكذلك يحتاج إلى دورات مائية حول الاستراحات فمن الصعب أن كل واحد الشباب والشبات  أما بالنسبة العجزة والعجائبكبار,Negative
1098,متحف تاريخ المدينة جميل وممتع  اما متحف سكة القطار فكان مغلق لحين تغيير المستثمرين,Positive
1099,هذا هو نفس منتجع هدب الذي اعطيت رأيي فيه سابقا الشعلة هو الاسم القديم للمنتجع,Positive
1100,معرض الطاقة في أرامكو السعودية جميل جدا و مناسب للأطفال,Positive
1101,مكان ممتاز جدا جدا,Positive
1102,مسجد تراثي يستحق الزيارة,Positive
1103,بارك الله بالقائمين على خدمة المتحف,Neutral
1104,جميل جدا ولكن بدون مواقف السيارات صحيح الحلو مايكمل خسارة,Positive
1105,جيد و تغيير بالنسبة للرياض فيه حيوانات متنوعة,Positive
1106,ممتاز يستحق الزياره,Positive
1107,جربنا غرفة المافيا فرع الخبر مع القيم ماستر سعد العجمي التعامل جداً رائع ومحترم والشرح واضح واللعبة ممتعة وبإذن الله لنا زيارة أخرى لتجربة غرفة أخرى👍,Neutral
1108,تستحق الزيارة فهي تحكي تاريخ الآباء والأجداد وكيف كانت حياتهم بالإضافة إلى سقاية النخيل,Neutral
1109,جبل القارة ويُعرَف أيضاً بجبل الشبعان يقع بين قرية التويثير وقرية القارة بمحافظة الأحساء في المنطقة الشرقية من المملكة العربية السعودية يُعد الجبل من أبرزالمعالم السياحية الطبيعية في الأحساء وقد سُجل في لائحة التراث العالمي عام م بعد,Negative
1110,تجن صراحه وجهود في المحافظه عليها واضحه  يعيبها الناس الي تزورها نفس الحيونات ياكلو ويرمو في الارض مايلتزمون بنظام ويتزاحمون ومايعطون غيرهم فرصه 🟧صدمه ان فيه حديقه بهذا المستوي في الرياض مايستاهلونها اهل الرياض,Negative
1111,جيد  جلسات  وكم حيونات  نسور وقرود والباقي طيور ونمس,Positive
1112,جميل وفيه حمامات ما اعرف عن نظافتها للامانه فيه منتزة فوق ومطل وغرف لكن الاماكن اللي تحت يسار ويمين الطريق احلى للجلوس السحاب يروح ويجي يغطي المكان 😍,Positive
1113,المكان نظييف ومرتب لكن الاسعار مرتفعه قليلا الاكل حلو,Positive
1114,ممتاز و الأسعار جيدة,Positive
1115,قطعة معمارية متميزة تجمع ما بين الحضارة الثقافة التطور العلم والتكنولوجيا قاعات سينيما مكتبة كبيره متنوعة,Positive
1116,قلعة صغيرة وجميلة  يفتح وقت العيد بعد العصر في درج لتاصل له  تشوف حائل من قمة القلعة  الفتحات بالمبنى لتلطف الجو وكأنها مكيف,Positive
1117,مكان جميل ورائع وابداع  اجمل مكان سياحه وراحة,Negative
1118,اسم على مسمى إثراء,Positive
1119,المكان فيه معالم تراثيه حلوه ويعكس صورة طيبه عن المجتمع الجيزاني ولكن مطاعمهم معفنه ولا تعكس الصوره الصحيحه عن الوجبات الجيزانيه الاصيله والرائعه,Negative
1120,مكان جميل ينقصه الاهتمام مثل باقي الاماكن في ابها,Positive
1121,مبالغ فيه جداً جداً وملاحض ارتفاع الأسعار بشكل كبير  في تذاكر الدخول وتذاكر العربات,Positive
1122,القلعة اثرية,Positive
1123,بوسط محافظة العلا تحتضن تلك الام الحنونة طنطوره أبنائها واحفادها في جو يعيد لذواكرهم ايام وسنون ماضيه عاشوها آبائهم واجدادهم في دورها وبين جبالها  حيث مزجت طنطوره ذلك الماضي بأعيننا لتظهر لنا روعه وتحفه طبيعيه في هذا المكان,Negative
1124,من التراث العثماني,Negative
1125,رحمة الله على السلطان البطل خليفة المسلمين عبد الحميد الثانى,Negative
1126,والله المكان فوق الممتاز متعوب عليه ينقلك من زمن الي زمن تدريجي اعتب ع كل مواطن سعودي في الرياض,Positive
